"period_year" "period_no" "period_week" "item_no" "u_sales"
"871" 2013 2 9 34927 272
"872" 2015 2 7 54401 506
"873" 2015 2 9 8885 33
"874" 2013 2 7 41494 4
"875" 2014 2 7 34942 121
"876" 2013 2 6 46479 200
"877" 2015 1 4 10560 4
"878" 2013 2 8 13340 67
"879" 2014 3 10 30116 30
"880" 2015 1 1 9065 5
"881" 2014 2 7 10777 11
"882" 2015 3 11 52260 1
"883" 2013 1 5 15006 1
"884" 2015 1 1 16204 -6
"885" 2013 3 12 17220 1342
"886" 2014 2 8 8202 261
"887" 2015 3 10 75565 136
"888" 2015 1 3 10390 2
"889" 2015 3 10 76561 1
"890" 2013 2 6 49811 1
"891" 2015 3 11 9933 19
"892" 2013 3 11 12427 31
"893" 2015 1 1 53894 72
"894" 2013 3 12 15302 31
"895" 2014 2 7 17026 6
"896" 2015 2 6 11240 2
"897" 2014 1 4 9220 6
"898" 2014 3 11 52244 12
"899" 2013 1 5 48242 25
"900" 2015 1 2 8714 120
"901" 2015 3 11 75214 1
"902" 2013 3 12 12076 10
"903" 2013 1 4 16353 2
"904" 2014 2 9 10399 7
"905" 2015 1 1 9772 80
"906" 2013 3 10 9234 1
"907" 2015 3 12 30461 700
"908" 2014 1 1 10396 9
"909" 2015 1 3 12199 32
"910" 2013 2 9 73138 105
"911" 2014 2 7 60246 3
"912" 2013 1 4 12237 157
"913" 2014 1 1 8166 2
"914" 2015 3 12 8875 365
"915" 2015 1 1 52268 2
"916" 2014 1 4 4474 1
"917" 2014 1 3 58021 11
"918" 2015 3 11 26747 9
"919" 2015 1 4 9515 8
"920" 2015 1 1 15145 22
"921" 2013 3 12 11369 1
"922" 2015 2 6 31801 898
"923" 2014 1 1 9766 5
"924" 2013 2 7 11879 147
"925" 2015 2 9 10402 15
"926" 2013 1 4 8092 8
"927" 2015 1 4 9043 17
"928" 2014 1 4 18383 46
"929" 2013 2 9 8564 1
"930" 2014 2 8 47077 147
"931" 2015 3 12 17059 7
"932" 2014 2 9 9769 562
"933" 2014 3 11 8915 2
"934" 2015 1 2 60178 14
"935" 2014 3 10 50677 50
"936" 2014 2 8 31703 50
"937" 2013 1 3 58015 5
"938" 2015 1 4 79445 13
"939" 2014 1 4 73299 385
"940" 2013 2 9 74738 4
"941" 2014 2 8 8832 170
"942" 2014 3 12 8278 176
"943" 2014 1 3 8555 3
"944" 2014 1 1 14572 1
"945" 2015 3 12 74036 5
"946" 2015 2 7 31742 12
"947" 2013 1 4 9658 70
"948" 2015 1 2 28485 1358
"949" 2014 2 9 9400 21
"950" 2014 3 10 52254 10
"951" 2013 2 7 21537 1
"952" 2014 1 1 9225 2
"953" 2013 1 1 11987 2
"954" 2015 2 8 45603 2
"955" 2014 1 3 9339 10
"956" 2015 1 1 8896 199
"957" 2014 2 6 31606 106
"958" 2014 2 6 92433 8
"959" 2014 2 8 31617 94
"960" 2014 1 4 20461 94
"961" 2013 1 2 48373 47
"962" 2013 3 11 13715 9
"963" 2014 2 9 11707 27
"964" 2014 3 10 9177 3
"965" 2014 1 5 52284 6
"966" 2015 1 3 51841 84
"967" 2014 2 9 48149 3
"968" 2015 1 4 41755 26
"969" 2013 1 5 12118 14
"970" 2014 2 6 9731 48
"971" 2013 1 2 52286 171
"972" 2015 3 12 9462 50
"973" 2014 2 7 58308 210
"974" 2015 1 5 74706 70
"975" 2015 2 9 8945 47
"976" 2015 2 8 45712 10
"977" 2013 1 1 9471 2
"978" 2014 1 3 74729 13
"979" 2014 2 7 11696 32
"980" 2013 3 11 45603 4
"981" 2014 1 3 11071 7
"982" 2014 3 10 13402 36
"983" 2014 1 3 25134 7
"984" 2013 3 10 48178 8
"985" 2014 2 6 20720 2
"986" 2013 3 11 15341 2
"987" 2015 1 4 51802 2
"988" 2014 3 11 31574 159
"989" 2015 1 1 8292 104
"990" 2013 1 5 92278 18
"991" 2014 2 6 13773 14
"992" 2015 2 9 18829 2
"993" 2015 2 6 18353 3
"994" 2014 2 9 39965 1
"995" 2015 3 12 46479 2
"996" 2015 1 5 8709 7
"997" 2015 3 12 36492 168
"998" 2015 1 4 18011 69
"999" 2015 1 4 10188 1
"1000" 2015 2 8 15350 1
"1001" 2013 1 3 54958 270
"1002" 2014 2 7 50445 1050
"1003" 2015 2 6 30782 233
"1004" 2015 1 2 52295 13
"1005" 2013 2 6 48211 22
"1006" 2014 3 10 31633 67
"1007" 2015 1 4 51204 60
"1008" 2015 1 3 8621 2
"1009" 2014 2 6 8552 47
"1010" 2014 1 5 9350 66
"1011" 2013 2 9 11243 5
"1012" 2015 1 2 15003 50
"1013" 2014 3 12 11604 63
"1014" 2015 1 2 13798 1
"1015" 2013 3 10 39994 1
"1016" 2013 3 10 30276 7
"1017" 2015 3 12 8174 24
"1018" 2014 3 11 7518 21
"1019" 2013 1 4 15005 1
"1020" 2013 1 3 11005 1
"1021" 2013 2 6 40027 81
"1022" 2014 3 11 11062 79
"1023" 2013 1 3 9691 11
"1024" 2014 2 7 15340 1
"1025" 2013 2 6 16140 14
"1026" 2013 1 3 53140 4
"1027" 2014 1 5 19512 12
"1028" 2014 2 7 9177 22
"1029" 2014 3 10 8865 1643
"1030" 2014 3 10 48244 48
"1031" 2015 1 1 49523 11
"1032" 2013 1 5 48932 -7
"1033" 2015 1 4 30102 3
"1034" 2013 1 5 12430 3
"1035" 2013 1 5 8600 25
"1036" 2015 3 11 58400 120
"1037" 2015 1 2 30217 1
"1038" 2015 3 12 54477 7
"1039" 2013 2 9 8043 5
"1040" 2015 1 3 15047 67
"1041" 2013 2 8 58209 216
"1042" 2014 3 10 11719 4
"1043" 2013 1 2 19382 3
"1044" 2015 1 2 63175 3
"1045" 2015 3 11 52286 57
"1046" 2015 3 12 41653 33
"1047" 2014 1 4 15048 77
"1048" 2013 2 8 8969 2
"1049" 2015 1 5 74789 1
"1050" 2013 1 3 73246 22
"1051" 2015 3 10 11987 5
"1052" 2015 1 5 12439 25
"1053" 2013 1 3 15147 87
"1054" 2015 1 4 12993 3
"1055" 2015 2 6 17065 3
"1056" 2015 3 10 8163 10
"1057" 2014 3 11 8832 106
"1058" 2014 1 2 74768 1
"1059" 2013 2 7 48381 1
"1060" 2014 3 10 79290 2
"1061" 2013 2 9 46978 27
"1062" 2015 1 4 8851 30
"1063" 2013 1 1 10808 1
"1064" 2013 2 9 30121 58
"1065" 2014 3 11 16595 86
"1066" 2015 1 5 8818 1195
"1067" 2014 3 12 10399 7
"1068" 2013 3 10 31481 6
"1069" 2013 2 8 8076 2
"1070" 2013 3 12 19636 10
"1071" 2013 2 9 8827 31
"1072" 2013 2 6 74743 1
"1073" 2015 2 9 11066 62
"1074" 2015 2 8 17262 411
"1075" 2013 3 10 8822 5
"1076" 2013 2 8 7057 60
"1077" 2013 2 9 8936 2
"1078" 2015 2 6 18851 25
"1079" 2015 1 4 21758 5
"1080" 2014 3 11 9539 4
"1081" 2014 3 12 8799 13
"1082" 2015 2 7 28493 11
"1083" 2013 2 9 31721 164
"1084" 2014 1 1 1774 150
"1085" 2014 2 8 74720 15
"1086" 2013 1 5 6579 7
"1087" 2015 2 7 11052 1
"1088" 2014 3 12 41491 26
"1089" 2014 2 6 10046 100
"1090" 2014 3 12 11707 26
"1091" 2014 2 9 73138 70
"1092" 2013 1 5 17024 62
"1093" 2013 2 7 11962 30
"1094" 2014 1 1 8621 3
"1095" 2013 1 3 15330 3
"1096" 2015 3 11 75881 18
"1097" 2014 2 7 48215 21
"1098" 2014 3 12 48046 15
"1099" 2013 1 4 9944 93
"1100" 2014 1 2 9169 55
"1101" 2013 2 6 41275 2
"1102" 2013 2 6 48935 5
"1103" 2013 1 3 94803 1
"1104" 2013 2 7 10820 1
"1105" 2015 1 2 58014 5
"1106" 2014 3 10 36399 44
"1107" 2014 1 5 87292 1
"1108" 2015 2 7 12243 25
"1109" 2013 1 4 58208 216
"1110" 2013 3 10 15145 79
"1111" 2014 1 5 11952 2
"1112" 2014 1 5 18384 477
"1113" 2013 2 8 31551 30
"1114" 2015 1 4 12100 9
"1115" 2014 1 3 12445 148
"1116" 2013 3 12 47001 165
"1117" 2015 3 12 45712 5
"1118" 2014 1 3 11048 258
"1119" 2014 2 7 19602 54
"1120" 2014 1 4 9761 174
"1121" 2013 3 10 18371 24
"1122" 2014 2 7 7780 6
"1123" 2013 2 9 31469 123
"1124" 2015 1 1 8922 5
"1125" 2015 1 2 18827 3
"1126" 2014 2 8 13801 14
"1127" 2013 3 12 8312 30
"1128" 2013 3 12 4674 5
"1129" 2015 3 10 20835 5
"1130" 2013 3 12 9709 1
"1131" 2013 2 6 9353 42
"1132" 2015 2 9 48215 40
"1133" 2014 2 8 9264 2
"1134" 2013 2 6 8832 80
"1135" 2013 3 12 35179 900
"1136" 2014 2 8 92284 14
"1137" 2014 2 6 47049 3
"1138" 2013 2 8 48239 9
"1139" 2013 1 2 38260 1
"1140" 2013 1 5 9828 68
"1141" 2015 3 11 19986 15
"1142" 2013 3 10 8882 86
"1143" 2014 1 5 20379 10
"1144" 2015 2 8 9691 6
"1145" 2013 1 1 9411 71
"1146" 2013 1 4 92277 231
"1147" 2015 1 5 13163 9
"1148" 2013 2 9 8103 398
"1149" 2014 1 1 10934 2
"1150" 2013 2 9 15050 -7
"1151" 2014 3 11 19761 49
"1152" 2014 2 7 8201 25
"1153" 2013 1 5 11454 5
"1154" 2014 2 6 11669 10
"1155" 2015 1 4 74762 2
"1156" 2013 2 9 51744 3700
"1157" 2014 1 2 8857 550
"1158" 2014 2 8 17027 16
"1159" 2013 1 3 4387 1
"1160" 2014 2 9 10940 5
"1161" 2013 1 1 19464 86
"1162" 2014 2 9 31392 26
"1163" 2014 3 12 9709 4
"1164" 2014 2 8 39987 6
"1165" 2015 3 11 9790 4
"1166" 2013 3 10 9403 13
"1167" 2014 3 10 74776 4
"1168" 2015 2 8 48248 4
"1169" 2014 1 2 9673 176
"1170" 2014 1 4 71530 100
"1171" 2013 1 3 17059 18
"1172" 2013 2 7 14962 28
"1173" 2014 1 1 8627 37
"1174" 2015 3 12 11669 8
"1175" 2014 1 3 12336 2
"1176" 2015 3 11 48287 10
"1177" 2014 1 3 9422 1365
"1178" 2014 1 4 8868 173
"1179" 2014 2 7 11636 48
"1180" 2014 2 7 36399 44
"1181" 2013 2 7 10399 6
"1182" 2014 1 5 50515 5
"1183" 2014 1 2 12106 6
"1184" 2015 3 11 1841 1
"1185" 2015 1 4 9684 51
"1186" 2013 2 6 9462 27
"1187" 2013 1 2 12578 2
"1188" 2014 3 12 9002 50
"1189" 2013 1 4 17026 6
"1190" 2013 1 4 15629 8
"1191" 2014 2 9 52434 20
"1192" 2013 2 6 57431 1
"1193" 2013 3 10 48902 7
"1194" 2013 2 6 58324 60
"1195" 2014 3 12 31584 375
"1196" 2014 2 8 9768 57
"1197" 2013 2 7 46984 1
"1198" 2013 1 2 19634 24
"1199" 2013 1 1 8283 1
"1200" 2013 1 3 44172 800
"1201" 2014 1 3 47009 7
"1202" 2014 1 2 18017 2
"1203" 2013 1 4 8573 125
"1204" 2014 1 4 17212 172
"1205" 2014 2 9 34103 21
"1206" 2013 3 11 47034 3
"1207" 2015 1 5 79446 16
"1208" 2013 1 3 15350 1
"1209" 2014 3 12 31481 4
"1210" 2014 3 10 18380 9
"1211" 2015 3 11 16236 -1
"1212" 2014 2 7 10402 19
"1213" 2014 3 10 8201 70
"1214" 2013 1 3 12044 5
"1215" 2014 3 11 52281 17
"1216" 2015 3 10 7513 1
"1217" 2015 1 2 15046 37
"1218" 2015 2 9 8816 127
"1219" 2013 3 12 8999 6
"1220" 2015 3 10 13255 1
"1221" 2013 3 11 31611 60
"1222" 2015 3 11 75466 87
"1223" 2013 1 2 8250 462
"1224" 2014 1 3 12127 22
"1225" 2015 1 3 8017 25
"1226" 2015 2 7 58400 40
"1227" 2014 1 4 19943 40
"1228" 2013 3 10 1225 53
"1229" 2014 1 4 58417 100
"1230" 2013 3 11 11760 4
"1231" 2014 2 9 31209 610
"1232" 2013 1 3 16143 2
"1233" 2014 3 10 10826 14
"1234" 2014 1 2 8070 2
"1235" 2014 1 5 12347 2
"1236" 2015 3 12 75822 5
"1237" 2013 1 5 60273 2
"1238" 2015 3 10 32800 2
"1239" 2014 1 2 76345 3
"1240" 2013 1 1 11426 20
"1241" 2014 1 4 34942 196
"1242" 2013 3 10 74979 20
"1243" 2013 2 8 30111 14
"1244" 2015 2 9 14956 13
"1245" 2013 2 8 10784 8
"1246" 2015 1 1 8627 8
"1247" 2014 2 9 14950 9
"1248" 2013 2 7 31584 365
"1249" 2015 3 11 18386 39
"1250" 2014 3 10 15357 2
"1251" 2015 2 9 34103 23
"1252" 2014 3 11 8666 69
"1253" 2014 2 8 58335 850
"1254" 2013 1 1 10410 173
"1255" 2013 1 2 49120 11
"1256" 2014 2 6 9462 36
"1257" 2013 1 2 9186 19
"1258" 2014 3 12 58348 850
"1259" 2013 3 11 12052 27
"1260" 2013 3 12 11993 2
"1261" 2014 1 5 9184 22
"1262" 2015 2 9 17060 31
"1263" 2013 1 4 9406 34
"1264" 2014 1 5 817 45
"1265" 2015 2 6 9760 1
"1266" 2013 1 1 8017 12
"1267" 2013 3 11 8935 3
"1268" 2013 3 11 9427 27
"1269" 2014 2 6 1725 9
"1270" 2015 1 2 48239 24
"1271" 2015 1 4 15051 25
"1272" 2013 3 12 8876 12
"1273" 2014 1 1 16052 62
"1274" 2013 3 11 52092 18
"1275" 2014 1 4 6618 1
"1276" 2013 2 8 8511 1
"1277" 2014 2 6 60219 6
"1278" 2013 2 9 12305 6
"1279" 2013 1 4 31653 26
"1280" 2015 2 9 8693 6
"1281" 2013 1 4 10405 52
"1282" 2013 2 7 11195 30
"1283" 2015 2 9 7803 5
"1284" 2015 2 6 10158 3
"1285" 2014 2 9 8627 35
"1286" 2015 1 3 51804 14
"1287" 2013 1 3 31712 73
"1288" 2015 3 11 14410 420
"1289" 2014 1 1 19338 20
"1290" 2015 3 12 58304 324
"1291" 2013 1 5 12862 21
"1292" 2015 3 12 75808 12
"1293" 2013 1 2 19949 8
"1294" 2013 2 6 19512 3
"1295" 2013 1 4 7780 5
"1296" 2015 1 2 10317 1
"1297" 2014 2 7 20518 3
"1298" 2013 2 8 52295 9
"1299" 2014 2 6 9694 22
"1300" 2013 3 11 9825 805
"1301" 2014 1 1 8083 11
"1302" 2014 1 3 15044 1
"1303" 2013 3 10 13399 2
"1304" 2013 3 12 13330 40
"1305" 2013 2 6 10518 116
"1306" 2015 2 7 8811 1013
"1307" 2015 2 6 11048 314
"1308" 2014 1 3 11818 -3
"1309" 2013 1 5 9745 22
"1310" 2013 1 2 15037 1
"1311" 2015 3 12 9837 390
"1312" 2014 3 11 41275 9
"1313" 2015 1 3 11993 2
"1314" 2014 2 8 15055 3
"1315" 2013 3 12 31352 14
"1316" 2013 3 10 9486 1
"1317" 2015 1 5 63508 1
"1318" 2015 1 3 9766 2
"1319" 2015 1 4 45834 950
"1320" 2013 3 10 44783 25
"1321" 2013 3 12 8767 30
"1322" 2013 3 10 30843 250
"1323" 2013 2 7 48212 11
"1324" 2015 1 3 52296 2
"1325" 2015 1 2 8800 7
"1326" 2015 3 10 9906 31
"1327" 2014 2 7 11862 3
"1328" 2015 2 6 8821 9
"1329" 2015 1 3 19733 15
"1330" 2015 1 3 52093 12
"1331" 2013 1 1 11761 1
"1332" 2014 3 12 12457 54
"1333" 2013 1 1 9846 923
"1334" 2013 2 7 10797 14
"1335" 2015 3 10 56026 139
"1336" 2014 2 7 47050 17
"1337" 2014 3 12 8653 1
"1338" 2013 3 10 9775 1
"1339" 2015 1 5 41659 1
"1340" 2015 1 4 10909 1
"1341" 2013 3 10 47010 15
"1342" 2013 2 9 45604 3
"1343" 2014 1 4 9870 15
"1344" 2013 2 6 8918 3
"1345" 2014 2 8 9914 164
"1346" 2015 3 10 8017 3
"1347" 2014 1 2 12478 39
"1348" 2015 2 9 10920 564
"1349" 2013 3 10 10511 1
"1350" 2013 1 1 30782 405
"1351" 2014 3 11 30249 30
"1352" 2014 3 12 31392 56
"1353" 2015 1 2 34021 1
"1354" 2014 3 10 11238 6
"1355" 2015 2 7 13843 11
"1356" 2013 2 9 8501 2
"1357" 2013 2 8 10738 9
"1358" 2014 2 9 31621 63
"1359" 2014 2 6 52250 8
"1360" 2013 3 12 13619 39
"1361" 2013 1 2 8559 17
"1362" 2015 3 10 12133 164
"1363" 2015 2 7 49031 14
"1364" 2013 2 9 12414 123
"1365" 2013 1 3 11065 10
"1366" 2013 2 8 54920 5
"1367" 2015 2 9 34913 120
"1368" 2014 1 3 9903 97
"1369" 2013 2 9 6165 5
"1370" 2014 2 9 60177 10
"1371" 2013 3 10 1228 15
"1372" 2013 3 11 11763 2
"1373" 2013 2 9 10390 3
"1374" 2014 2 6 15147 147
"1375" 2014 3 11 49015 3
"1376" 2014 2 8 15344 2
"1377" 2014 1 5 16841 24
"1378" 2015 2 7 71530 115
"1379" 2013 3 11 47060 13
"1380" 2014 2 7 11235 7
"1381" 2013 2 7 11713 16
"1382" 2013 2 9 11595 6
"1383" 2014 1 3 6388 2
"1384" 2013 3 10 8284 104
"1385" 2013 3 12 8166 30
"1386" 2014 1 5 20150 1
"1387" 2015 1 3 12282 7
"1388" 2014 1 5 12327 47
"1389" 2015 1 2 9401 10630
"1390" 2013 1 3 9837 498
"1391" 2014 3 11 11915 5
"1392" 2013 2 8 16191 5
"1393" 2014 3 12 11879 77
"1394" 2013 1 3 35084 8
"1395" 2015 2 8 9462 37
"1396" 2014 3 12 30479 33
"1397" 2015 1 5 8672 -1
"1398" 2013 1 2 12100 12
"1399" 2014 3 11 8085 115
"1400" 2013 1 2 60192 20
"1401" 2014 1 4 48971 707
"1402" 2014 1 3 48317 4
"1403" 2015 3 11 53139 64
"1404" 2014 1 2 9962 6
"1405" 2014 1 3 4476 1
"1406" 2013 1 1 30467 4
"1407" 2014 1 2 31811 97
"1408" 2013 1 1 8618 50
"1409" 2015 1 3 8767 12
"1410" 2014 1 5 36632 107
"1411" 2015 2 7 12037 406
"1412" 2015 1 4 49037 32
"1413" 2015 2 8 9353 45
"1414" 2015 2 9 11713 13
"1415" 2013 3 12 71200 1
"1416" 2013 1 5 10080 51
"1417" 2015 3 10 50693 399
"1418" 2015 1 3 11618 1
"1419" 2014 3 10 31742 1
"1420" 2013 1 2 20696 5
"1421" 2013 1 2 13663 6
"1422" 2015 3 12 92290 10
"1423" 2015 3 10 9883 14
"1424" 2013 1 3 18012 28
"1425" 2015 1 5 9794 33
"1426" 2015 3 11 96754 3
"1427" 2015 1 2 31591 1914
"1428" 2014 1 3 18018 5
"1429" 2014 3 11 15055 6
"1430" 2015 2 8 53140 3
"1431" 2015 2 9 73147 57
"1432" 2015 1 5 10790 7
"1433" 2014 1 4 30886 10
"1434" 2013 2 8 19998 18
"1435" 2013 1 2 8814 1865
"1436" 2015 3 11 12578 67
"1437" 2013 3 12 8850 25
"1438" 2013 1 2 8184 4
"1439" 2015 1 5 8878 9
"1440" 2014 1 1 8249 17
"1441" 2015 3 12 75865 2
"1442" 2014 3 10 34942 75
"1443" 2015 1 2 10944 4
"1444" 2014 1 5 8666 11
"1445" 2015 2 9 1013 12
"1446" 2013 3 10 11255 245
"1447" 2015 3 12 15038 5
"1448" 2013 2 9 15302 32
"1449" 2015 3 10 74961 4
"1450" 2014 2 9 31644 30
"1451" 2014 2 7 10491 3
"1452" 2013 3 12 34927 292
"1453" 2015 3 10 10387 7
"1454" 2014 3 11 31683 400
"1455" 2014 2 8 11637 18
"1456" 2015 3 12 11812 1
"1457" 2014 1 2 8528 6
"1458" 2014 1 2 51808 17
"1459" 2015 3 11 28061 80
"1460" 2015 1 3 92276 4
"1461" 2013 1 3 10381 15
"1462" 2013 1 3 8672 3
"1463" 2014 3 12 19762 3
"1464" 2015 2 8 8918 -2
"1465" 2015 3 10 73335 125
"1466" 2013 1 2 41652 18
"1467" 2014 3 10 9057 14
"1468" 2015 2 7 48971 212
"1469" 2014 2 9 13625 13
"1470" 2015 1 5 19950 11
"1471" 2015 2 6 21015 180
"1472" 2014 3 10 48868 6
"1473" 2013 2 6 8005 2
"1474" 2015 3 10 12820 34
"1475" 2013 3 11 20502 2
"1476" 2013 2 9 11993 4
"1477" 2015 2 9 12211 1
"1478" 2014 1 3 19332 10
"1479" 2015 2 6 54964 200
"1480" 2014 1 1 31724 72
"1481" 2014 2 7 13800 2
"1482" 2015 2 8 67647 1
"1483" 2014 3 12 13708 92
"1484" 2015 3 10 46972 175
"1485" 2015 2 9 8573 150
"1486" 2013 1 4 9718 50
"1487" 2013 2 6 31683 200
"1488" 2013 1 5 12490 20
"1489" 2015 1 5 9273 3
"1490" 2015 3 12 76495 1
"1491" 2013 3 12 16218 1
"1492" 2015 3 10 50281 41
"1493" 2015 1 5 49353 80
"1494" 2013 3 12 11764 2
"1495" 2015 2 7 9472 4
"1496" 2015 3 11 11061 22
"1497" 2015 3 10 37062 108
"1498" 2013 3 10 11879 113
"1499" 2013 3 12 19762 2
"1500" 2015 1 5 12127 31
"1501" 2013 3 11 30867 2
"1502" 2015 3 10 73647 1
"1503" 2014 2 6 11812 1
"1504" 2013 3 11 1229 6
"1505" 2014 1 1 11684 37
"1506" 2014 3 10 17209 35
"1507" 2015 2 7 58334 850
"1508" 2014 2 8 12058 36
"1509" 2015 1 2 12856 9
"1510" 2014 1 4 44889 500
"1511" 2015 1 4 18383 32
"1512" 2015 1 2 79036 2
"1513" 2015 1 1 13708 1
"1514" 2014 1 2 31376 100
"1515" 2015 2 7 50677 225
"1516" 2013 2 7 74724 15
"1517" 2013 1 1 11993 3
"1518" 2013 1 5 9470 14
"1519" 2014 1 2 90683 1
"1520" 2015 2 9 9798 10
"1521" 2014 2 7 92277 236
"1522" 2015 3 11 20842 100
"1523" 2013 3 10 48235 172
"1524" 2013 2 6 7507 5
"1525" 2014 2 8 8623 40
"1526" 2014 2 8 17067 1266
"1527" 2014 1 2 34001 8
"1528" 2014 1 4 11238 2
"1529" 2013 1 3 11062 63
"1530" 2014 1 4 9933 11
"1531" 2015 1 5 39987 2
"1532" 2013 2 8 8803 1
"1533" 2013 2 6 48268 121
"1534" 2015 3 10 31632 89
"1535" 2014 3 10 19439 2
"1536" 2013 2 9 19736 22
"1537" 2013 3 12 51080 780
"1538" 2015 2 8 12559 9
"1539" 2013 1 1 48163 8
"1540" 2015 2 8 34282 14
"1541" 2015 3 10 67988 1
"1542" 2013 1 4 14965 5
"1543" 2014 2 9 52288 18
"1544" 2013 2 8 5577 1
"1545" 2015 1 4 45602 26
"1546" 2015 1 5 15038 1
"1547" 2013 1 5 31640 90
"1548" 2015 2 8 30292 10
"1549" 2013 3 10 9761 246
"1550" 2015 3 10 9571 39
"1551" 2015 2 8 10518 148
"1552" 2015 3 10 15127 4
"1553" 2015 2 6 49110 34
"1554" 2015 2 7 30843 107
"1555" 2013 2 7 10488 8
"1556" 2013 3 11 15046 15
"1557" 2013 3 12 46414 196
"1558" 2013 1 4 47986 1
"1559" 2014 2 9 8564 10
"1560" 2013 3 12 11057 22
"1561" 2013 3 11 31551 -1
"1562" 2014 2 7 58334 2050
"1563" 2013 2 9 8558 39
"1564" 2013 3 10 11066 64
"1565" 2014 3 11 13163 15
"1566" 2014 1 5 47060 12
"1567" 2014 3 11 6608 2
"1568" 2013 1 2 8894 51
"1569" 2014 3 10 52094 142
"1570" 2013 1 3 8174 33
"1571" 2013 3 10 11195 36
"1572" 2015 2 6 17211 49
"1573" 2013 2 7 47010 16
"1574" 2013 1 4 11719 4
"1575" 2015 3 11 27892 64
"1576" 2013 2 8 19706 1
"1577" 2014 1 3 52256 7
"1578" 2015 2 7 35320 17
"1579" 2015 2 9 8092 7
"1580" 2014 2 9 34160 63
"1581" 2014 3 10 20026 6
"1582" 2014 1 3 73249 1
"1583" 2014 1 5 8606 96
"1584" 2014 2 9 48269 3
"1585" 2013 3 12 72849 21
"1586" 2014 3 11 6064 22
"1587" 2013 2 8 51803 101
"1588" 2013 3 10 50525 0
"1589" 2015 3 11 35091 1
"1590" 2014 2 9 52099 6
"1591" 2013 3 11 8826 247
"1592" 2014 1 1 92279 11
"1593" 2015 1 4 9910 424
"1594" 2015 3 10 30467 46
"1595" 2013 3 11 58315 1
"1596" 2015 3 12 76097 5
"1597" 2014 1 2 15077 1
"1598" 2015 1 3 20420 1
"1599" 2013 3 11 48156 2
"1600" 2014 2 7 9057 9
"1601" 2015 2 6 31609 15
"1602" 2013 1 4 19433 6
"1603" 2014 3 11 92281 5
"1604" 2013 2 7 34103 1
"1605" 2014 3 12 16599 14
"1606" 2014 1 3 8881 142
"1607" 2013 3 12 12414 125
"1608" 2014 2 6 58018 1
"1609" 2013 1 4 11922 16
"1610" 2014 3 12 48873 2
"1611" 2015 3 10 48346 24
"1612" 2015 2 8 8331 2
"1613" 2014 2 8 17053 9
"1614" 2013 3 12 12305 4
"1615" 2013 1 4 9695 72
"1616" 2013 1 3 74726 8
"1617" 2015 3 11 8559 22
"1618" 2013 3 11 74797 2
"1619" 2015 1 1 16599 2
"1620" 2013 3 12 51744 3750
"1621" 2014 2 9 11060 105
"1622" 2015 3 10 11243 6
"1623" 2013 3 11 11053 0
"1624" 2015 2 9 10007 9
"1625" 2014 2 6 8778 37
"1626" 2015 1 2 20971 110
"1627" 2014 2 7 19940 26
"1628" 2013 1 4 9804 1163
"1629" 2015 3 10 15070 3
"1630" 2015 1 1 11063 2
"1631" 2014 2 6 11005 1
"1632" 2013 2 8 46974 110
"1633" 2013 2 9 11704 5
"1634" 2014 1 1 40357 18
"1635" 2013 1 1 11051 2
"1636" 2015 1 5 18015 36
"1637" 2014 3 11 12118 9
"1638" 2013 2 8 12052 17
"1639" 2015 3 12 58015 44
"1640" 2013 1 5 11056 13
"1641" 2014 1 4 44348 1
"1642" 2014 3 12 34160 224
"1643" 2015 1 2 15146 161
"1644" 2013 1 2 2239 98
"1645" 2014 3 10 11264 1
"1646" 2013 1 5 9662 14
"1647" 2015 2 6 19332 3
"1648" 2013 1 4 8201 9
"1649" 2015 3 11 9581 1
"1650" 2015 3 12 12147 1
"1651" 2013 1 4 48241 1
"1652" 2015 3 11 41652 33
"1653" 2014 2 6 14414 700
"1654" 2014 2 9 19427 12
"1655" 2015 2 7 14238 13
"1656" 2013 3 10 8679 10
"1657" 2014 3 12 17226 1
"1658" 2015 3 10 52090 20
"1659" 2014 2 9 46984 8
"1660" 2015 1 5 8045 8
"1661" 2014 1 5 21381 1
"1662" 2015 1 1 11060 17
"1663" 2013 3 10 12088 45
"1664" 2013 3 11 52298 2
"1665" 2013 2 8 11159 43
"1666" 2013 2 9 8767 20
"1667" 2015 3 11 9764 141
"1668" 2015 3 10 48237 8
"1669" 2015 1 5 8154 175
"1670" 2015 3 12 11440 1066
"1671" 2014 2 9 58285 1152
"1672" 2013 2 6 39987 7
"1673" 2013 2 9 13619 36
"1674" 2014 2 8 15341 2
"1675" 2014 2 6 73246 63
"1676" 2015 3 10 9823 25
"1677" 2014 1 4 58334 1300
"1678" 2015 2 9 49048 36
"1679" 2014 1 5 1839 1
"1680" 2013 3 10 9463 13
"1681" 2013 1 2 11728 35
"1682" 2014 3 11 10913 1
"1683" 2014 2 7 9950 28
"1684" 2014 2 6 76578 3
"1685" 2014 2 8 15032 2
"1686" 2015 1 5 31812 28
"1687" 2015 2 9 76576 1
"1688" 2013 2 7 9775 3
"1689" 2013 1 5 9768 123
"1690" 2015 3 10 15044 2
"1691" 2013 3 12 10390 3
"1692" 2013 2 8 41495 5
"1693" 2014 1 2 10566 7
"1694" 2015 3 10 11818 12
"1695" 2013 2 8 11050 1
"1696" 2014 1 5 48142 57
"1697" 2013 3 12 17051 1
"1698" 2015 1 2 9404 7
